,date,Province,District,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,pricetype,currency,price,usdprice
1,2004-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,26.66,0.27
2,2004-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,33.62,0.34
3,2004-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,26.71,0.27
4,2004-03-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,26.63,0.27
5,2004-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.98,0.34
6,2004-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,26.67,0.27
7,2004-05-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,34.1,0.35
8,2004-05-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,26.71,0.27
9,2004-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,33.74,0.33
10,2004-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,26.66,0.26
11,2004-07-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,34.93,0.34
12,2004-08-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,34.78,0.34
13,2004-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,37.14,0.36
14,2004-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,27.49,0.27
15,2004-10-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,37.36,0.36
16,2004-10-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,28.15,0.27
17,2004-11-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,41.75,0.4
18,2004-11-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,48.0,0.46
19,2004-11-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,52.5,0.5
20,2004-11-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,39.0,0.37
21,2004-11-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.0,0.31
22,2004-11-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,39.6,0.38
23,2004-11-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,113.75,1.09
24,2004-11-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.0,0.82
25,2004-11-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.0,0.31
26,2004-11-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,45.0,0.43
27,2004-11-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,42.75,0.41
28,2004-11-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,38.5,0.37
29,2004-11-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,33.5,0.32
30,2004-11-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,45.0,0.43
31,2004-11-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,42.5,0.41
32,2004-11-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,39.5,0.38
33,2004-11-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,29.24,0.28
34,2004-12-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.71
35,2004-12-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,68.0,0.65
36,2004-12-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,63.5,0.6
37,2004-12-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,64.5,0.61
38,2004-12-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,71.5,0.68
39,2004-12-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.0,0.28
40,2004-12-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,70.0,0.66
41,2004-12-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,55.0,0.52
42,2004-12-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,65.0,0.62
43,2004-12-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.0,0.3
44,2004-12-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,70.0,0.66
45,2004-12-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,56.0,0.53
46,2004-12-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,65.0,0.62
47,2004-12-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.14,0.32
48,2005-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,38.39,0.39
49,2005-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.14,0.36
50,2005-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,36.25,0.37
51,2005-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,29.27,0.29
52,2005-03-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.79,0.33
53,2005-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.25,0.32
54,2005-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.48,0.33
55,2005-05-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,31.66,0.32
56,2005-05-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,30.68,0.31
57,2005-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,31.32,0.31
58,2005-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,28.02,0.28
59,2005-07-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.47,0.3
60,2005-07-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,27.54,0.27
61,2005-08-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,29.47,0.29
62,2005-08-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,29.48,0.29
63,2005-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.68,0.3
64,2005-10-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.83,0.3
65,2005-10-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,30.27,0.3
66,2005-11-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.39,0.32
67,2006-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,30.24,0.3
68,2006-02-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,27.0,0.26
69,2006-02-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.0,0.29
70,2006-02-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.0,0.31
71,2006-02-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,29.0,0.28
72,2006-02-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,28.0,0.27
73,2006-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,30.98,0.3
74,2006-03-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,25.0,0.24
75,2006-03-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,30.5,0.3
76,2006-03-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,30.6,0.3
77,2006-03-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,26.8,0.26
78,2006-03-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,29.4,0.29
79,2006-03-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.0,0.29
80,2006-03-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,33.5,0.33
81,2006-03-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,28.5,0.28
82,2006-03-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.0,0.31
83,2006-03-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,27.5,0.27
84,2006-03-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.5,0.32
85,2006-03-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,36.0,0.35
86,2006-03-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,29.5,0.29
87,2006-03-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.5,0.32
88,2006-03-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,31.76,0.31
89,2006-04-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,27.5,0.27
90,2006-04-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,33.5,0.33
91,2006-04-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,36.66,0.36
92,2006-04-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,31.0,0.3
93,2006-04-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,34.0,0.33
94,2006-04-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,31.0,0.3
95,2006-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,28.5,0.28
96,2006-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.25,0.33
97,2006-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,26.0,0.25
98,2006-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,33.0,0.32
99,2006-04-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,26.5,0.26
100,2006-04-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.5,0.32
101,2006-04-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,33.0,0.32
102,2006-04-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,36.0,0.35
103,2006-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.5,0.32
104,2006-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.56,0.34
105,2006-05-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,25.0,0.24
106,2006-05-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,16.0,0.16
107,2006-05-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,31.6,0.31
108,2006-05-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,29.6,0.29
109,2006-05-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,29.75,0.29
110,2006-05-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,31.75,0.31
111,2006-05-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.0,0.33
112,2006-05-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,27.5,0.27
113,2006-05-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.5,0.34
114,2006-05-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.0,0.29
115,2006-05-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.5,0.32
116,2006-05-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,28.0,0.27
117,2006-05-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,36.0,0.35
118,2006-05-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,29.5,0.29
119,2006-05-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.5,0.32
120,2006-05-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.77,0.3
121,2006-05-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,33.88,0.33
122,2006-06-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,26.5,0.26
123,2006-06-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,36.5,0.35
124,2006-06-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,34.66,0.33
125,2006-06-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,33.0,0.32
126,2006-06-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.5,0.29
127,2006-06-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.0,0.31
128,2006-06-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,31.0,0.3
129,2006-06-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.5,0.33
130,2006-06-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,29.0,0.28
131,2006-06-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.0,0.34
132,2006-06-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.0,0.33
133,2006-06-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,42.0,0.41
134,2006-06-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.0,0.29
135,2006-06-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,33.5,0.32
136,2006-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.53,0.29
137,2006-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.26,0.33
138,2006-07-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.0,0.34
139,2006-07-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,32.3,0.31
140,2006-07-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.62,0.29
141,2006-07-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,31.5,0.3
142,2006-07-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,35.0,0.34
143,2006-07-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.5,0.34
144,2006-07-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,31.5,0.3
145,2006-07-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.0,0.34
146,2006-07-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.5,0.33
147,2006-07-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.5,0.29
148,2006-07-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.0,0.34
149,2006-07-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.0,0.29
150,2006-07-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,33.0,0.32
151,2006-07-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,31.07,0.3
152,2006-08-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.0,0.34
153,2006-08-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,33.66,0.32
154,2006-08-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,31.3,0.3
155,2006-08-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,30.75,0.3
156,2006-08-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.5,0.34
157,2006-08-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,41.0,0.39
158,2006-08-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,39.0,0.38
159,2006-08-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.0,0.31
160,2006-08-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,57.5,0.55
161,2006-08-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.0,0.34
162,2006-08-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,38.0,0.37
163,2006-08-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.0,0.33
164,2006-08-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,Retail,LKR,29.54,0.28
165,2006-08-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.89,0.34
166,2006-09-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.0,0.34
167,2006-09-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,31.0,0.3
168,2006-09-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,35.3,0.34
169,2006-09-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,35.25,0.34
170,2006-09-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.8,0.34
171,2006-09-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,55.0,0.54
172,2006-09-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,40.0,0.39
173,2006-09-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,55.0,0.54
174,2006-09-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.5,0.32
175,2006-09-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.0,0.33
176,2006-09-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,35.5,0.35
177,2006-09-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,60.0,0.59
178,2006-09-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,34.0,0.33
179,2006-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,31.05,0.3
180,2006-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,Retail,LKR,29.92,0.29
181,2006-10-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,22.5,0.21
182,2006-10-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,40.0,0.38
183,2006-10-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,27.0,0.25
184,2006-10-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,40.3,0.38
185,2006-10-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,38.3,0.36
186,2006-10-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.0,0.75
187,2006-10-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,31.0,0.29
188,2006-10-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,45.5,0.43
189,2006-10-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.0,0.3
190,2006-10-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,37.0,0.35
191,2006-10-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (red nadu),157,KG,Retail,LKR,32.0,0.3
192,2006-10-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,45.0,0.42
