,date,Province,District,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,pricetype,currency,price,usdprice
1242,2015-01-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Wheat flour,58,KG,Retail,LKR,97.33,0.74
1243,2015-01-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,75.75,0.58
1244,2015-01-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Wheat flour,58,KG,Retail,LKR,96.0,0.73
1245,2015-01-15,Southern,Hambantota,Hambantota,1908,6.14,81.08,cereals and tubers,Wheat flour,58,KG,Retail,LKR,97.33,0.74
1246,2015-01-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,75.62,0.58
1247,2015-01-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Wheat flour,58,KG,Retail,LKR,96.0,0.73
1248,2015-01-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,78.9,0.6
1249,2015-01-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,83.4,0.63
1250,2015-01-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,99.44,0.76
1251,2015-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,84.76,0.65
1252,2015-01-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,96.33,0.73
1253,2015-01-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Wheat flour,58,KG,Retail,LKR,98.62,0.75
1254,2015-01-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,84.55,0.64
1255,2015-01-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Wheat flour,58,KG,Retail,LKR,102.0,0.78
1256,2015-02-15,National Average,National Average,National Average,1565,0.0,0.0,miscellaneous food,Sugar,97,KG,Retail,LKR,81.85,0.62
1259,2015-02-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,77.95,0.59
1260,2015-02-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Wheat flour,58,KG,Retail,LKR,90.0,0.68
1261,2015-02-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.0,0.65
1262,2015-02-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,75.65,0.57
1263,2015-02-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Wheat flour,58,KG,Retail,LKR,88.33,0.66
1264,2015-02-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,75.75,0.57
1265,2015-02-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,101.25,0.76
1266,2015-02-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.0,0.6
1267,2015-02-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.65,0.53
1268,2015-02-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,90.33,0.68
1269,2015-02-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,75.4,0.57
1270,2015-02-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.88,0.66
1271,2015-02-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,101.08,0.76
1272,2015-02-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.21,0.66
1273,2015-02-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,72.15,0.54
1274,2015-02-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1275,2015-02-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.13,0.54
1276,2015-02-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,76.5,0.58
1277,2015-02-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.0,0.6
1278,2015-02-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.33,0.51
1279,2015-02-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,77.08,0.58
1280,2015-02-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,73.17,0.55
1281,2015-02-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,79.0,0.59
1282,2015-02-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,76.4,0.58
1283,2015-02-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.12,0.53
1284,2015-02-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.0,0.65
1285,2015-02-15,Southern,Hambantota,Hambantota,1908,6.14,81.08,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,77.75,0.59
1286,2015-02-15,Southern,Hambantota,Hambantota,1908,6.14,81.08,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.65,0.65
1287,2015-02-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.11,0.53
1288,2015-02-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,76.65,0.58
1289,2015-02-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Wheat flour,58,KG,Retail,LKR,90.0,0.68
1290,2015-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,81.61,0.61
1291,2015-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,Retail,LKR,75.53,0.57
1292,2015-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,94.17,0.71
1293,2015-02-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,79.35,0.6
1294,2015-02-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,77.65,0.58
1295,2015-02-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Wheat flour,58,KG,Retail,LKR,89.67,0.67
1296,2015-03-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,72.56,0.55
1297,2015-03-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Wheat flour,58,KG,Retail,LKR,88.17,0.66
1298,2015-03-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,100.0,0.75
1299,2015-03-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.8,0.51
1300,2015-03-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.0,0.6
1301,2015-03-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,64.33,0.48
1302,2015-03-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.83,0.65
1303,2015-03-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.92,0.65
1304,2015-03-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,73.04,0.55
1305,2015-03-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,98.33,0.74
1306,2015-03-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.21,0.66
1307,2015-03-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.08,0.64
1308,2015-03-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1309,2015-03-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.67,0.53
1310,2015-03-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1311,2015-03-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1312,2015-03-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.53,0.51
1313,2015-03-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1314,2015-03-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,79.08,0.6
1315,2015-03-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,72.12,0.54
1316,2015-03-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,66.4,0.5
1317,2015-03-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.5,0.65
1318,2015-03-15,Southern,Hambantota,Hambantota,1908,6.14,81.08,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.85,0.65
1319,2015-03-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.67,0.64
1320,2015-03-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.84,0.53
1321,2015-03-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Wheat flour,58,KG,Retail,LKR,90.0,0.68
1322,2015-03-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.14,0.49
1323,2015-03-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,76.4,0.57
1324,2015-03-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,Retail,LKR,73.41,0.55
1325,2015-03-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.67,0.64
1326,2015-03-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,75.64,0.57
1327,2015-03-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.0,0.65
1328,2015-03-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,77.2,0.58
1329,2015-03-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Wheat flour,58,KG,Retail,LKR,88.17,0.66
1331,2015-04-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,69.75,0.52
1332,2015-04-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.3,0.54
1333,2015-04-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,88.5,0.67
1334,2015-04-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,66.3,0.5
1335,2015-04-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.0,0.6
1336,2015-04-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,63.5,0.48
1337,2015-04-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.0,0.65
1338,2015-04-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.4,0.65
1339,2015-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.45,0.51
1340,2015-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,95.89,0.72
1341,2015-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,73.15,0.55
1342,2015-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.0,0.64
1343,2015-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,66.17,0.5
1344,2015-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1345,2015-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1346,2015-04-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,69.0,0.52
1347,2015-04-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.0,0.6
1348,2015-04-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,69.0,0.52
1349,2015-04-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1350,2015-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.83,0.5
1351,2015-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,76.78,0.58
1352,2015-04-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Wheat flour,58,KG,Retail,LKR,82.33,0.62
1353,2015-04-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.4,0.51
1354,2015-04-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.35,0.65
1355,2015-04-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.5,0.49
1356,2015-04-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.67,0.64
1357,2015-04-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.45,0.51
1358,2015-04-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,63.6,0.48
1359,2015-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,74.51,0.56
1360,2015-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,Retail,LKR,70.12,0.53
1361,2015-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,84.33,0.63
1362,2015-04-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.0,0.65
1363,2015-04-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.95,0.54
1364,2015-05-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.0,0.64
1365,2015-05-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.0,0.64
1366,2015-05-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,72.8,0.55
1367,2015-05-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.08,0.65
1368,2015-05-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,64.8,0.49
1369,2015-05-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,91.5,0.69
1370,2015-05-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.13,0.53
1371,2015-05-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.0,0.6
1372,2015-05-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,63.85,0.48
1373,2015-05-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.0,0.64
1374,2015-05-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.5,0.49
1375,2015-05-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.5,0.64
1376,2015-05-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.15,0.49
1377,2015-05-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.0,0.53
1378,2015-05-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1379,2015-05-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.67,0.51
1380,2015-05-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1381,2015-05-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,73.33,0.55
1382,2015-05-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.0,0.6
1383,2015-05-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,69.17,0.52
1384,2015-05-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.83,0.57
1385,2015-05-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,79.5,0.6
1386,2015-05-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.5,0.49
1387,2015-05-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Wheat flour,58,KG,Retail,LKR,83.6,0.63
1388,2015-05-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,69.2,0.52
1389,2015-05-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.7,0.65
1390,2015-05-15,Southern,Hambantota,Hambantota,1908,6.14,81.08,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,66.5,0.5
1391,2015-05-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.67,0.49
1392,2015-05-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.67,0.64
1393,2015-05-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Wheat flour,58,KG,Retail,LKR,90.0,0.67
1394,2015-05-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,64.46,0.48
1395,2015-05-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.58,0.66
1396,2015-05-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,Retail,LKR,70.24,0.53
1397,2015-05-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,84.33,0.63
1398,2015-05-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.84,0.54
1399,2015-06-15,National Average,National Average,National Average,1565,0.0,0.0,miscellaneous food,Sugar,97,KG,Retail,LKR,80.0,0.6
1401,2015-06-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.8,0.51
1402,2015-06-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.36,0.49
1403,2015-06-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.33,0.64
1404,2015-06-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.0,0.65
1405,2015-06-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Wheat flour,58,KG,Retail,LKR,89.0,0.66
1406,2015-06-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,72.0,0.54
1407,2015-06-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.0,0.6
1408,2015-06-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,63.8,0.48
1409,2015-06-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.08,0.64
1410,2015-06-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,65.45,0.49
1411,2015-06-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.56,0.65
1412,2015-06-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,63.36,0.47
1413,2015-06-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,69.0,0.51
1414,2015-06-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.0,0.56
1415,2015-06-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.67,0.5
1416,2015-06-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Wheat flour,58,KG,Retail,LKR,75.08,0.56
1417,2015-06-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,70.83,0.53
1418,2015-06-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Wheat flour,58,KG,Retail,LKR,80.0,0.6
1419,2015-06-15,Northern,Mullattivu,Mullativu,365,9.27,80.81,cereals and tubers,Wheat flour,58,KG,Retail,LKR,76.67,0.57
1420,2015-06-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,68.0,0.51
1421,2015-06-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Wheat flour,58,KG,Retail,LKR,79.75,0.6
1422,2015-06-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Wheat flour,58,KG,Retail,LKR,84.12,0.63
1423,2015-06-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.33,0.64
1424,2015-06-15,Southern,Hambantota,Hambantota,1908,6.14,81.08,cereals and tubers,Wheat flour,58,KG,Retail,LKR,86.0,0.64
1425,2015-06-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,63.56,0.47
1426,2015-06-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.92,0.66
1427,2015-06-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,62.8,0.47
1428,2015-06-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Wheat flour,58,KG,Retail,LKR,87.0,0.65
1429,2015-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,71.45,0.53
1430,2015-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,Retail,LKR,70.11,0.52
1431,2015-06-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Wheat flour,58,KG,Retail,LKR,84.08,0.63
1432,2015-06-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,67.44,0.5
1433,2015-07-15,National Average,National Average,National Average,1565,0.0,0.0,miscellaneous food,Sugar,97,KG,Retail,LKR,79.6,0.6
1436,2015-07-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Wheat flour,58,KG,Retail,LKR,85.0,0.64
1437,2015-07-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (long grain),162,KG,Retail,LKR,60.05,0.45
